Sport,Level,League,Date,Day,Time,Home Team,Road Team,Location,Home City,Home State
basketball,pro,NBA,2023-12-29,Friday,,Denver Nuggets,Oklahoma City Thunder,Ball Arena,Denver,CO
basketball,pro,NBA,2023-12-29,Friday,,Phoenix Suns,Charlotte Hornets,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2023-12-29,Friday,,Portland Trail Blazers,San Antonio Spurs,Moda Center,Portland,OR
basketball,pro,NBA,2023-12-29,Friday,,Los Angeles Clippers,Memphis Grizzlies,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2023-12-30,Saturday,,Utah Jazz,Miami Heat,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2023-12-30,Saturday,,Detroit Pistons,Toronto Raptors,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2023-12-30,Saturday,,Indiana Pacers,New York Knicks,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2023-12-30,Saturday,,Chicago Bulls,Philadelphia 76ers,United Center,Chicago,IL
basketball,pro,NBA,2023-12-30,Saturday,,Minnesota Timberwolves,Los Angeles Lakers,Target Center,Minneapolis,MN
basketball,pro,NBA,2023-12-30,Saturday,,Golden State Warriors,Dallas Mavericks,Chase Center,San Francisco,CA
basketball,pro,NBA,2023-12-31,Sunday,,Washington Wizards,Atlanta Hawks,Capital One Arena,Washington,DC
basketball,pro,NBA,2023-12-31,Sunday,,New Orleans Pelicans,Los Angeles Lakers,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2023-12-31,Sunday,,Oklahoma City Thunder,Brooklyn Nets,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2023-12-31,Sunday,,San Antonio Spurs,Boston Celtics,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2023-12-31,Sunday,,Memphis Grizzlies,Sacramento Kings,FedEx Forum,Memphis,TN
basketball,pro,NBA,2023-12-31,Sunday,,Phoenix Suns,Orlando Magic,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-01-01,Monday,,New York Knicks,Minnesota Timberwolves,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-01-01,Monday,,Toronto Raptors,Cleveland Cavaliers,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-01-01,Monday,,Houston Rockets,Detroit Pistons,Toyota Center,Houston,TX
basketball,pro,NBA,2024-01-01,Monday,,Milwaukee Bucks,Indiana Pacers,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-01-01,Monday,,Denver Nuggets,Charlotte Hornets,Ball Arena,Denver,CO
basketball,pro,NBA,2024-01-01,Monday,,Phoenix Suns,Portland Trail Blazers,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-01-01,Monday,,Utah Jazz,Dallas Mavericks,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-01-01,Monday,,Los Angeles Clippers,Miami Heat,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-02,Tuesday,,Philadelphia 76ers,Chicago Bulls,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-01-02,Tuesday,,Memphis Grizzlies,San Antonio Spurs,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-01-02,Tuesday,,New Orleans Pelicans,Brooklyn Nets,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-01-02,Tuesday,,Oklahoma City Thunder,Boston Celtics,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-01-02,Tuesday,,Golden State Warriors,Orlando Magic,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-01-02,Tuesday,,Sacramento Kings,Charlotte Hornets,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-01-03,Wednesday,,Cleveland Cavaliers,Washington Wizards,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-01-03,Wednesday,,Indiana Pacers,Milwaukee Bucks,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-01-03,Wednesday,,Atlanta Hawks,Oklahoma City Thunder,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-01-03,Wednesday,,Houston Rockets,Brooklyn Nets,Toyota Center,Houston,TX
basketball,pro,NBA,2024-01-03,Wednesday,,Memphis Grizzlies,Toronto Raptors,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-01-03,Wednesday,,Minnesota Timberwolves,New Orleans Pelicans,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-01-03,Wednesday,,Dallas Mavericks,Portland Trail Blazers,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-01-03,Wednesday,,New York Knicks,Chicago Bulls,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-01-03,Wednesday,,Phoenix Suns,Los Angeles Clippers,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-01-03,Wednesday,,Utah Jazz,Detroit Pistons,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-01-03,Wednesday,,Los Angeles Lakers,Miami Heat,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-03,Wednesday,,Sacramento Kings,Orlando Magic,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-01-04,Thursday,,San Antonio Spurs,Milwaukee Bucks,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-01-04,Thursday,,Golden State Warriors,Denver Nuggets,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-01-05,Friday,,Boston Celtics,Utah Jazz,TD Garden,Boston,MA
basketball,pro,NBA,2024-01-05,Friday,,Indiana Pacers,Atlanta Hawks,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-01-05,Friday,,Brooklyn Nets,Oklahoma City Thunder,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-01-05,Friday,,Cleveland Cavaliers,Washington Wizards,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-01-05,Friday,,Philadelphia 76ers,New York Knicks,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-01-05,Friday,,Chicago Bulls,Charlotte Hornets,United Center,Chicago,IL
basketball,pro,NBA,2024-01-05,Friday,,Houston Rockets,Minnesota Timberwolves,Toyota Center,Houston,TX
basketball,pro,NBA,2024-01-05,Friday,,New Orleans Pelicans,Los Angeles Clippers,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-01-05,Friday,,Dallas Mavericks,Portland Trail Blazers,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-01-05,Friday,,Denver Nuggets,Orlando Magic,Ball Arena,Denver,CO
basketball,pro,NBA,2024-01-05,Friday,,Phoenix Suns,Miami Heat,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-01-05,Friday,,Golden State Warriors,Detroit Pistons,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-01-05,Friday,,Los Angeles Lakers,Memphis Grizzlies,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-05,Friday,,Sacramento Kings,Toronto Raptors,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-01-06,Saturday,,Indiana Pacers,Boston Celtics,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-01-06,Saturday,,Washington Wizards,New York Knicks,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-01-06,Saturday,,Philadelphia 76ers,Utah Jazz,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-01-06,Saturday,,Houston Rockets,Milwaukee Bucks,Toyota Center,Houston,TX
basketball,pro,NBA,2024-01-07,Sunday,,Cleveland Cavaliers,San Antonio Spurs,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-01-07,Sunday,,Brooklyn Nets,Portland Trail Blazers,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-01-07,Sunday,,Orlando Magic,Atlanta Hawks,Amway Center,Orlando,FL
basketball,pro,NBA,2024-01-07,Sunday,,Sacramento Kings,New Orleans Pelicans,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-01-07,Sunday,,Dallas Mavericks,Minnesota Timberwolves,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-01-07,Sunday,,Denver Nuggets,Detroit Pistons,Ball Arena,Denver,CO
basketball,pro,NBA,2024-01-07,Sunday,,Phoenix Suns,Memphis Grizzlies,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-01-07,Sunday,,Golden State Warriors,Toronto Raptors,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-01-07,Sunday,,Los Angeles Lakers,Los Angeles Clippers,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-08,Monday,,Charlotte Hornets,Chicago Bulls,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-01-08,Monday,,Indiana Pacers,Boston Celtics,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-01-08,Monday,,Washington Wizards,Oklahoma City Thunder,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-01-08,Monday,,Miami Heat,Houston Rockets,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-01-08,Monday,,Milwaukee Bucks,Utah Jazz,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-01-08,Monday,,Los Angeles Clippers,Phoenix Suns,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-09,Tuesday,,Detroit Pistons,Sacramento Kings,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-01-09,Tuesday,,Orlando Magic,Minnesota Timberwolves,Amway Center,Orlando,FL
basketball,pro,NBA,2024-01-09,Tuesday,,New York Knicks,Portland Trail Blazers,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-01-09,Tuesday,,Dallas Mavericks,Memphis Grizzlies,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-01-09,Tuesday,,Los Angeles Lakers,Toronto Raptors,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-10,Wednesday,,Boston Celtics,Minnesota Timberwolves,TD Garden,Boston,MA
basketball,pro,NBA,2024-01-10,Wednesday,,Charlotte Hornets,Sacramento Kings,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-01-10,Wednesday,,Detroit Pistons,San Antonio Spurs,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-01-10,Wednesday,,Indiana Pacers,Washington Wizards,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-01-10,Wednesday,,Atlanta Hawks,Philadelphia 76ers,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-01-10,Wednesday,,Miami Heat,Oklahoma City Thunder,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-01-10,Wednesday,,Chicago Bulls,Houston Rockets,United Center,Chicago,IL
basketball,pro,NBA,2024-01-10,Wednesday,,Golden State Warriors,New Orleans Pelicans,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-01-10,Wednesday,,Utah Jazz,Denver Nuggets,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-01-10,Wednesday,,Los Angeles Clippers,Toronto Raptors,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-11,Thursday,,Cleveland Cavaliers,Brooklyn Nets,AccorHotels Arena,Cleveland,OH
basketball,pro,NBA,2024-01-11,Thursday,,Milwaukee Bucks,Boston Celtics,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-01-11,Thursday,,Oklahoma City Thunder,Portland Trail Blazers,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-01-11,Thursday,,Dallas Mavericks,New York Knicks,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-01-11,Thursday,,Los Angeles Lakers,Phoenix Suns,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-12,Friday,,Philadelphia 76ers,Sacramento Kings,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-01-12,Friday,,Atlanta Hawks,Indiana Pacers,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-01-12,Friday,,Detroit Pistons,Houston Rockets,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-01-12,Friday,,Chicago Bulls,Golden State Warriors,United Center,Chicago,IL
basketball,pro,NBA,2024-01-12,Friday,,Memphis Grizzlies,Los Angeles Clippers,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-01-12,Friday,,Miami Heat,Orlando Magic,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-01-12,Friday,,Minnesota Timberwolves,Portland Trail Blazers,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-01-12,Friday,,Denver Nuggets,New Orleans Pelicans,Ball Arena,Denver,CO
basketball,pro,NBA,2024-01-12,Friday,,Utah Jazz,Toronto Raptors,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-01-12,Friday,,San Antonio Spurs,Charlotte Hornets,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-01-13,Saturday,,Boston Celtics,Houston Rockets,TD Garden,Boston,MA
basketball,pro,NBA,2024-01-13,Saturday,,Atlanta Hawks,Washington Wizards,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-01-13,Saturday,,Memphis Grizzlies,New York Knicks,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-01-13,Saturday,,Milwaukee Bucks,Golden State Warriors,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-01-13,Saturday,,Oklahoma City Thunder,Orlando Magic,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-01-13,Saturday,,Dallas Mavericks,New Orleans Pelicans,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-01-13,Saturday,,San Antonio Spurs,Chicago Bulls,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-01-13,Saturday,,Utah Jazz,Los Angeles Lakers,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-01-14,Sunday,,Denver Nuggets,Indiana Pacers,Ball Arena,Denver,CO
basketball,pro,NBA,2024-01-14,Sunday,,Miami Heat,Charlotte Hornets,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-01-14,Sunday,,Milwaukee Bucks,Sacramento Kings,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-01-14,Sunday,,Minnesota Timberwolves,Los Angeles Clippers,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-01-14,Sunday,,Portland Trail Blazers,Phoenix Suns,Moda Center,Portland,OR
basketball,pro,NBA,2024-01-15,Monday,,Philadelphia 76ers,Houston Rockets,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-01-15,Monday,,Dallas Mavericks,New Orleans Pelicans,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-01-15,Monday,,New York Knicks,Orlando Magic,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-01-15,Monday,,Washington Wizards,Detroit Pistons,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-01-15,Monday,,Atlanta Hawks,San Antonio Spurs,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-01-15,Monday,,Memphis Grizzlies,Golden State Warriors,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-01-15,Monday,,Cleveland Cavaliers,Chicago Bulls,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-01-15,Monday,,Brooklyn Nets,Miami Heat,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-01-15,Monday,,Toronto Raptors,Boston Celtics,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-01-15,Monday,,Utah Jazz,Indiana Pacers,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-01-15,Monday,,Los Angeles Lakers,Oklahoma City Thunder,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-16,Tuesday,,Philadelphia 76ers,Denver Nuggets,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-01-16,Tuesday,,Phoenix Suns,Sacramento Kings,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-01-16,Tuesday,,Los Angeles Clippers,Oklahoma City Thunder,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-17,Wednesday,,Detroit Pistons,Minnesota Timberwolves,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-01-17,Wednesday,,Atlanta Hawks,Orlando Magic,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-01-17,Wednesday,,Boston Celtics,San Antonio Spurs,TD Garden,Boston,MA
basketball,pro,NBA,2024-01-17,Wednesday,,Cleveland Cavaliers,Milwaukee Bucks,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-01-17,Wednesday,,New York Knicks,Houston Rockets,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-01-17,Wednesday,,Toronto Raptors,Miami Heat,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-01-17,Wednesday,,New Orleans Pelicans,Charlotte Hornets,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-01-17,Wednesday,,Los Angeles Lakers,Dallas Mavericks,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-17,Wednesday,,Utah Jazz,Golden State Warriors,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-01-17,Wednesday,,Portland Trail Blazers,Brooklyn Nets,Moda Center,Portland,OR
basketball,pro,NBA,2024-01-18,Thursday,,New York Knicks,Washington Wizards,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-01-18,Thursday,,Toronto Raptors,Chicago Bulls,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-01-18,Thursday,,Utah Jazz,Oklahoma City Thunder,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-01-18,Thursday,,Minnesota Timberwolves,Memphis Grizzlies,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-01-18,Thursday,,Sacramento Kings,Indiana Pacers,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-01-19,Friday,,Charlotte Hornets,San Antonio Spurs,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-01-19,Friday,,Orlando Magic,Philadelphia 76ers,Amway Center,Orlando,FL
basketball,pro,NBA,2024-01-19,Friday,,Boston Celtics,Denver Nuggets,TD Garden,Boston,MA
basketball,pro,NBA,2024-01-19,Friday,,Miami Heat,Atlanta Hawks,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-01-19,Friday,,New Orleans Pelicans,Phoenix Suns,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-01-19,Friday,,Golden State Warriors,Dallas Mavericks,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-01-19,Friday,,Portland Trail Blazers,Indiana Pacers,Moda Center,Portland,OR
basketball,pro,NBA,2024-01-19,Friday,,Los Angeles Lakers,Brooklyn Nets,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-20,Saturday,,Detroit Pistons,Milwaukee Bucks,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-01-20,Saturday,,Charlotte Hornets,Philadelphia 76ers,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-01-20,Saturday,,Washington Wizards,San Antonio Spurs,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-01-20,Saturday,,Atlanta Hawks,Cleveland Cavaliers,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-01-20,Saturday,,New York Knicks,Toronto Raptors,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-01-20,Saturday,,Chicago Bulls,Memphis Grizzlies,United Center,Chicago,IL
basketball,pro,NBA,2024-01-20,Saturday,,Houston Rockets,Utah Jazz,Toyota Center,Houston,TX
basketball,pro,NBA,2024-01-20,Saturday,,Minnesota Timberwolves,Oklahoma City Thunder,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-01-21,Sunday,,Los Angeles Clippers,Brooklyn Nets,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-21,Sunday,,Orlando Magic,Miami Heat,Amway Center,Orlando,FL
basketball,pro,NBA,2024-01-21,Sunday,,Washington Wizards,Denver Nuggets,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-01-21,Sunday,,Houston Rockets,Boston Celtics,Toyota Center,Houston,TX
basketball,pro,NBA,2024-01-21,Sunday,,Phoenix Suns,Indiana Pacers,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-01-21,Sunday,,Los Angeles Lakers,Portland Trail Blazers,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-22,Monday,,Detroit Pistons,Milwaukee Bucks,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-01-22,Monday,,Orlando Magic,Cleveland Cavaliers,Amway Center,Orlando,FL
basketball,pro,NBA,2024-01-22,Monday,,Philadelphia 76ers,San Antonio Spurs,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-01-22,Monday,,Toronto Raptors,Memphis Grizzlies,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-01-22,Monday,,Minnesota Timberwolves,Charlotte Hornets,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-01-22,Monday,,Dallas Mavericks,Boston Celtics,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-01-22,Monday,,Phoenix Suns,Chicago Bulls,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-01-22,Monday,,Sacramento Kings,Atlanta Hawks,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-01-23,Tuesday,,Indiana Pacers,Denver Nuggets,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-01-23,Tuesday,,Brooklyn Nets,New York Knicks,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-01-23,Tuesday,,New Orleans Pelicans,Utah Jazz,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-01-23,Tuesday,,Oklahoma City Thunder,Portland Trail Blazers,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-01-23,Tuesday,,Los Angeles Clippers,Los Angeles Lakers,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-24,Wednesday,,Detroit Pistons,Charlotte Hornets,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-01-24,Wednesday,,Washington Wizards,Minnesota Timberwolves,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-01-24,Wednesday,,Miami Heat,Memphis Grizzlies,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-01-24,Wednesday,,Houston Rockets,Portland Trail Blazers,Toyota Center,Houston,TX
basketball,pro,NBA,2024-01-24,Wednesday,,Milwaukee Bucks,Cleveland Cavaliers,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-01-24,Wednesday,,San Antonio Spurs,Oklahoma City Thunder,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-01-24,Wednesday,,Dallas Mavericks,Phoenix Suns,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-01-24,Wednesday,,Golden State Warriors,Atlanta Hawks,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-01-25,Thursday,,Indiana Pacers,Philadelphia 76ers,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-01-25,Thursday,,Washington Wizards,Utah Jazz,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-01-25,Thursday,,Brooklyn Nets,Minnesota Timberwolves,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-01-25,Thursday,,Miami Heat,Boston Celtics,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-01-25,Thursday,,New York Knicks,Denver Nuggets,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-01-25,Thursday,,Golden State Warriors,Sacramento Kings,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-01-25,Thursday,,Los Angeles Lakers,Chicago Bulls,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-01-26,Friday,,Atlanta Hawks,Dallas Mavericks,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-01-26,Friday,,Charlotte Hornets,Houston Rockets,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-01-26,Friday,,Indiana Pacers,Phoenix Suns,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-01-26,Friday,,Toronto Raptors,Los Angeles Clippers,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-01-26,Friday,,Memphis Grizzlies,Orlando Magic,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-01-26,Friday,,Milwaukee Bucks,Cleveland Cavaliers,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-01-26,Friday,,New Orleans Pelicans,Oklahoma City Thunder,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-01-26,Friday,,San Antonio Spurs,Portland Trail Blazers,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-01-27,Saturday,,Detroit Pistons,Washington Wizards,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-01-27,Saturday,,New York Knicks,Miami Heat,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-01-27,Saturday,,Denver Nuggets,Philadelphia 76ers,Ball Arena,Denver,CO
basketball,pro,NBA,2024-01-27,Saturday,,Brooklyn Nets,Houston Rockets,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-01-27,Saturday,,Boston Celtics,Los Angeles Clippers,TD Garden,Boston,MA
basketball,pro,NBA,2024-01-27,Saturday,,Charlotte Hornets,Utah Jazz,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-01-27,Saturday,,Milwaukee Bucks,New Orleans Pelicans,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-01-27,Saturday,,Golden State Warriors,Los Angeles Lakers,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-01-27,Saturday,,San Antonio Spurs,Minnesota Timberwolves,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-01-27,Saturday,,Dallas Mavericks,Sacramento Kings,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-01-28,Sunday,,Indiana Pacers,Memphis Grizzlies,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-01-28,Sunday,,Atlanta Hawks,Toronto Raptors,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-01-28,Sunday,,Detroit Pistons,Oklahoma City Thunder,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-01-28,Sunday,,Orlando Magic,Phoenix Suns,Amway Center,Orlando,FL
basketball,pro,NBA,2024-01-28,Sunday,,Portland Trail Blazers,Chicago Bulls,Moda Center,Portland,OR
basketball,pro,NBA,2024-01-29,Monday,,Charlotte Hornets,New York Knicks,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-01-29,Monday,,Cleveland Cavaliers,Los Angeles Clippers,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-01-29,Monday,,Boston Celtics,New Orleans Pelicans,TD Garden,Boston,MA
basketball,pro,NBA,2024-01-29,Monday,,Brooklyn Nets,Utah Jazz,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-01-29,Monday,,Miami Heat,Phoenix Suns,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-01-29,Monday,,Houston Rockets,Los Angeles Lakers,Toyota Center,Houston,TX
basketball,pro,NBA,2024-01-29,Monday,,Memphis Grizzlies,Sacramento Kings,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-01-29,Monday,,Oklahoma City Thunder,Minnesota Timberwolves,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-01-29,Monday,,San Antonio Spurs,Washington Wizards,Frost Bank Center,San Antonio,TX
