primary_key,sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
ncaab_2024-01-06_13:00:00_Wagner College_Saint Francis U,basketball,college,ncaab,2024-01-06,Saturday,13:00:00,Wagner College,Saint Francis U,Spiro Sports Center,,
ncaab_2024-01-15_13:00:00_Wagner College_Stonehill,basketball,college,ncaab,2024-01-15,Monday,13:00:00,Wagner College,Stonehill,Spiro Sports Center,,
ncaab_2024-01-19_00:00:00_Merrimack_Wagner College,basketball,college,ncaab,2024-01-19,Friday,00:00:00,Merrimack,Wagner College,"North Andover, MA",North Andover,MA
ncaab_2024-01-21_14:00:00_Sacred Heart_Wagner College,basketball,college,ncaab,2024-01-21,Sunday,14:00:00,Sacred Heart,Wagner College,"Fairfield, CT",Fairfield,CT
ncaab_2024-01-25_19:00:00_Wagner College_Merrimack,basketball,college,ncaab,2024-01-25,Thursday,19:00:00,Wagner College,Merrimack,Spiro Sports Center,,
ncaab_2024-01-27_13:00:00_Central Connecticut_Wagner College,basketball,college,ncaab,2024-01-27,Saturday,13:00:00,Central Connecticut,Wagner College,"New Britain, Conn.",New Britain,CT
ncaab_2024-02-01_19:00:00_Wagner College_Le Moyne,basketball,college,ncaab,2024-02-01,Thursday,19:00:00,Wagner College,Le Moyne,Spiro Sports Center,,
ncaab_2024-02-03_14:00:00_Stonehill_Wagner College,basketball,college,ncaab,2024-02-03,Saturday,14:00:00,Stonehill,Wagner College,"North Easton, MA",Easton,MA
ncaab_2024-02-08_19:00:00_FDU_Wagner College,basketball,college,ncaab,2024-02-08,Thursday,19:00:00,FDU,Wagner College,"Teaneck, NJ",Teaneck,NJ
ncaab_2024-02-15_19:00:00_Saint Francis U_Wagner College,basketball,college,ncaab,2024-02-15,Thursday,19:00:00,Saint Francis U,Wagner College,"Loretto, PA",Loretto,PA
ncaab_2024-02-17_16:00:00_Wagner College_Sacred Heart,basketball,college,ncaab,2024-02-17,Saturday,16:00:00,Wagner College,Sacred Heart,Spiro Sports Center,,
ncaab_2024-02-22_19:00:00_Wagner College_Central Connecticut,basketball,college,ncaab,2024-02-22,Thursday,19:00:00,Wagner College,Central Connecticut,Spiro Sports Center,,
ncaab_2024-02-25_12:00:00_Wagner College_LIU,basketball,college,ncaab,2024-02-25,Sunday,12:00:00,Wagner College,LIU,Spiro Sports Center,,
ncaab_2024-02-29_19:00:00_Le Moyne_Wagner College,basketball,college,ncaab,2024-02-29,Thursday,19:00:00,Le Moyne,Wagner College,"Syracuse, NY",Syracuse,NY
ncaab_2024-03-02_16:30:00_Wagner College_FDU,basketball,college,ncaab,2024-03-02,Saturday,16:30:00,Wagner College,FDU,Spiro Sports Center,,
ncaab_2024-03-06_00:00:00_Wagner College_NEC Quarterfinals,basketball,college,ncaab,2024-03-06,Wednesday,00:00:00,Wagner College,NEC Quarterfinals,Campus Sites,,
ncaab_2024-03-09_00:00:00_Wagner College_NEC Semifinals,basketball,college,ncaab,2024-03-09,Saturday,00:00:00,Wagner College,NEC Semifinals,Campus Sites,,
ncaab_2024-03-12_00:00:00_Wagner College_NEC Championship,basketball,college,ncaab,2024-03-12,Tuesday,00:00:00,Wagner College,NEC Championship,Campus Sites,,
ncaab_2023-11-08_19:00:00_LIU_Fisk,basketball,college,ncaab,2023-11-08,Wednesday,19:00:00,LIU,Fisk,Steinberg Wellness Center,Brooklyn,NY
ncaab_2023-11-10_13:00:00_LIU_Air Force,basketball,college,ncaab,2023-11-10,Friday,13:00:00,LIU,Air Force,Steinberg Wellness Center,Brooklyn,NY
ncaab_2023-11-13_22:00:00_Pepperdine_LIU,basketball,college,ncaab,2023-11-13,Monday,22:00:00,Pepperdine,LIU,"Malibu, Calif.",,
ncaab_2023-11-15_22:00:00_UCLA_LIU,basketball,college,ncaab,2023-11-15,Wednesday,22:00:00,UCLA,LIU,Los Angeles,,
ncaab_2023-11-24_14:00:00_LIU_Texas A&M - Corpus Christi,basketball,college,ncaab,2023-11-24,Friday,14:00:00,LIU,Texas A&M - Corpus Christi,"Highland Heights, Ky.",Brooklyn,NY
ncaab_2023-11-25_16:00:00_Northern Kentucky_LIU,basketball,college,ncaab,2023-11-25,Saturday,16:00:00,Northern Kentucky,LIU,"Highland Heights, Ky.",,
ncaab_2023-12-02_18:00:00_Florida International_LIU,basketball,college,ncaab,2023-12-02,Saturday,18:00:00,Florida International,LIU,Miami,,
ncaab_2023-12-06_19:00:00_Miami_LIU,basketball,college,ncaab,2023-12-06,Wednesday,19:00:00,Miami,LIU,"Coral Gables, Fla.",Coral Gables,FL
ncaab_2023-12-12_18:00:00_UMass Lowell_LIU,basketball,college,ncaab,2023-12-12,Tuesday,18:00:00,UMass Lowell,LIU,"Lowell, Mass.",Lowell,MA
ncaab_2023-12-16_13:00:00_Rutgers_LIU,basketball,college,ncaab,2023-12-16,Saturday,13:00:00,Rutgers,LIU,"Piscataway, N.J.",New Brunswick,NJ
ncaab_2023-12-28_19:00:00_LIU_UAlbany,basketball,college,ncaab,2023-12-28,Thursday,19:00:00,LIU,UAlbany,Barclays Center,Brooklyn,NY
ncaab_2023-12-23_13:00:00_Mount St. Mary's_LIU,basketball,college,ncaab,2023-12-23,Saturday,13:00:00,Mount St. Mary's,LIU,"Emmitsburg, Md.",,
ncaab_2023-11-21_19:00:00_Columbia_LIU,basketball,college,ncaab,2023-11-21,Tuesday,19:00:00,Columbia,LIU,New York,New York,NY
ncaab_2024-01-04_19:00:00_LIU_Wagner,basketball,college,ncaab,2024-01-04,Thursday,19:00:00,LIU,Wagner,Steinberg Wellness Center,Brooklyn,NY
ncaab_2024-01-06_14:00:00_Stonehill_LIU,basketball,college,ncaab,2024-01-06,Saturday,14:00:00,Stonehill,LIU,"North Easton, Mass.",Easton,MA
ncaab_2024-01-13_14:00:00_Sacred Heart_LIU,basketball,college,ncaab,2024-01-13,Saturday,14:00:00,Sacred Heart,LIU,"Fairfield, Conn.",Fairfield,CT
ncaab_2024-01-19_19:00:00_Saint Francis U_LIU,basketball,college,ncaab,2024-01-19,Friday,19:00:00,Saint Francis U,LIU,"Loretto, Pa.",Loretto,PA
ncaab_2024-01-21_19:00:00_LIU_Central Connecticut State,basketball,college,ncaab,2024-01-21,Sunday,19:00:00,LIU,Central Connecticut State,Steinberg Wellness Center,Brooklyn,NY
ncaab_2024-01-25_19:00:00_LIU_Stonehill,basketball,college,ncaab,2024-01-25,Thursday,19:00:00,LIU,Stonehill,Steinberg Wellness Center,Brooklyn,NY
ncaab_2024-01-27_14:00:00_Le Moyne_LIU,basketball,college,ncaab,2024-01-27,Saturday,14:00:00,Le Moyne,LIU,"Syracuse, N.Y.",Syracuse,NY
ncaab_2024-02-01_19:00:00_FDU_LIU,basketball,college,ncaab,2024-02-01,Thursday,19:00:00,FDU,LIU,"Teaneck, N.J.",Teaneck,NJ
ncaab_2024-02-03_19:00:00_LIU_Saint Francis U,basketball,college,ncaab,2024-02-03,Saturday,19:00:00,LIU,Saint Francis U,Steinberg Wellness Center,Brooklyn,NY
ncaab_2024-02-08_19:00:00_LIU_Merrimack,basketball,college,ncaab,2024-02-08,Thursday,19:00:00,LIU,Merrimack,Steinberg Wellness Center,Brooklyn,NY
ncaab_2024-02-10_20:00:00_LIU_Sacred Heart,basketball,college,ncaab,2024-02-10,Saturday,20:00:00,LIU,Sacred Heart,Steinberg Wellness Center,Brooklyn,NY
ncaab_2024-02-15_19:00:00_LIU_FDU,basketball,college,ncaab,2024-02-15,Thursday,19:00:00,LIU,FDU,Steinberg Wellness Center,Brooklyn,NY
ncaab_2024-02-17_15:00:00_Merrimack_LIU,basketball,college,ncaab,2024-02-17,Saturday,15:00:00,Merrimack,LIU,"North Andover, Mass.",North Andover,MA
ncaab_2024-02-22_19:00:00_LIU_Le Moyne,basketball,college,ncaab,2024-02-22,Thursday,19:00:00,LIU,Le Moyne,Steinberg Wellness Center,Brooklyn,NY
ncaab_2024-02-25_12:00:00_Wagner_LIU,basketball,college,ncaab,2024-02-25,Sunday,12:00:00,Wagner,LIU,"Staten Island, N.Y.",Staten Island,NY
ncaab_2024-02-29_19:00:00_Central Connecticut State_LIU,basketball,college,ncaab,2024-02-29,Thursday,19:00:00,Central Connecticut State,LIU,"New Britain, Conn.",New Britain,CT
ncaab_2024-03-06_00:00:00_NEC Tournament_LIU,basketball,college,ncaab,2024-03-06,Wednesday,00:00:00,NEC Tournament,LIU,,,
ncaab_2023-11-06_19:30:00_Bryant University_Manhattan College,basketball,college,ncaab,2023-11-06,Monday,19:30:00,Bryant University,Manhattan College,"Smithfield, RI",,
ncaab_2023-11-10_20:00:00_University of Kansas_Manhattan College,basketball,college,ncaab,2023-11-10,Friday,20:00:00,University of Kansas,Manhattan College,"Lawrence, KS",,
ncaab_2023-11-16_19:00:00_Manhattan College_Felician University,basketball,college,ncaab,2023-11-16,Thursday,19:00:00,Manhattan College,Felician University,Draddy Gymnasium,New York,NY
ncaab_2023-11-19_13:00:00_Central Connecticut State University_Manhattan College,basketball,college,ncaab,2023-11-19,Sunday,13:00:00,Central Connecticut State University,Manhattan College,"New Britain, Conn.",,
ncaab_2023-11-24_14:00:00_University of Connecticut_Manhattan College,basketball,college,ncaab,2023-11-24,Friday,14:00:00,University of Connecticut,Manhattan College,"Hartford, CT",,
ncaab_2023-11-27_19:00:00_Fordham University_Manhattan College,basketball,college,ncaab,2023-11-27,Monday,19:00:00,Fordham University,Manhattan College,"New York, NY",Bronx,NY
ncaab_2023-12-08_19:00:00_Manhattan College_Fairleigh Dickinson University,basketball,college,ncaab,2023-12-08,Friday,19:00:00,Manhattan College,Fairleigh Dickinson University,Draddy Gymnasium,New York,NY
ncaab_2023-12-21_14:00:00_Monmouth University_Manhattan College,basketball,college,ncaab,2023-12-21,Thursday,14:00:00,Monmouth University,Manhattan College,"Monmouth, NJ",,
ncaab_2023-12-30_19:00:00_Manhattan College_Wagner College,basketball,college,ncaab,2023-12-30,Saturday,19:00:00,Manhattan College,Wagner College,Draddy Gymnasium,New York,NY
ncaab_2023-12-01_19:00:00_Manhattan College_Mount St. Mary's (Md.),basketball,college,ncaab,2023-12-01,Friday,19:00:00,Manhattan College,Mount St. Mary's (Md.),Draddy Gymnasium,New York,NY
ncaab_2023-12-03_14:00:00_Marist College_Manhattan College,basketball,college,ncaab,2023-12-03,Sunday,14:00:00,Marist College,Manhattan College,"Poughkeepsie, NY",Poughkeepsie,NY
ncaab_2024-01-05_19:00:00_Manhattan College_Niagara University,basketball,college,ncaab,2024-01-05,Friday,19:00:00,Manhattan College,Niagara University,Draddy Gymnasium,New York,NY
ncaab_2024-01-07_14:00:00_Quinnipiac University_Manhattan College,basketball,college,ncaab,2024-01-07,Sunday,14:00:00,Quinnipiac University,Manhattan College,"Hamden, CT",Hamden,CT
ncaab_2024-01-12_19:00:00_Rider University_Manhattan College,basketball,college,ncaab,2024-01-12,Friday,19:00:00,Rider University,Manhattan College,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2024-01-21_14:00:00_Manhattan College_Fairfield University,basketball,college,ncaab,2024-01-21,Sunday,14:00:00,Manhattan College,Fairfield University,Draddy Gymnasium,New York,NY
ncaab_2024-01-26_19:00:00_Canisius College_Manhattan College,basketball,college,ncaab,2024-01-26,Friday,19:00:00,Canisius College,Manhattan College,"Buffalo, NY",,
ncaab_2024-01-28_14:00:00_Niagara University_Manhattan College,basketball,college,ncaab,2024-01-28,Sunday,14:00:00,Niagara University,Manhattan College,"Niagara Falls, NY",Niagara University,NY
ncaab_2024-02-02_19:00:00_Manhattan College_Quinnipiac University,basketball,college,ncaab,2024-02-02,Friday,19:00:00,Manhattan College,Quinnipiac University,Draddy Gymnasium,New York,NY
ncaab_2024-02-04_14:00:00_Fairfield University_Manhattan College,basketball,college,ncaab,2024-02-04,Sunday,14:00:00,Fairfield University,Manhattan College,"Fairfield, CT",Fairfield,CT
ncaab_2024-02-08_19:00:00_Mount St. Mary's (Md.)_Manhattan College,basketball,college,ncaab,2024-02-08,Thursday,19:00:00,Mount St. Mary's (Md.),Manhattan College,"Emmittsburg, MD",Emmitsburg,MD
ncaab_2024-02-10_19:00:00_Manhattan College_Siena College,basketball,college,ncaab,2024-02-10,Saturday,19:00:00,Manhattan College,Siena College,Draddy Gymnasium,New York,NY
ncaab_2024-02-16_19:00:00_Iona University_Manhattan College,basketball,college,ncaab,2024-02-16,Friday,19:00:00,Iona University,Manhattan College,"New Rochelle, NY",New Rochelle,NY
ncaab_2024-02-18_14:00:00_Manhattan College_Rider University,basketball,college,ncaab,2024-02-18,Sunday,14:00:00,Manhattan College,Rider University,Draddy Gymnasium,New York,NY
ncaab_2024-02-23_19:00:00_Manhattan College_Marist College,basketball,college,ncaab,2024-02-23,Friday,19:00:00,Manhattan College,Marist College,Draddy Gymnasium,New York,NY
ncaab_2024-03-01_19:00:00_Siena College_Manhattan College,basketball,college,ncaab,2024-03-01,Friday,19:00:00,Siena College,Manhattan College,"Loudonville, NY",Loudonville,NY
ncaab_2024-03-07_19:00:00_Manhattan College_Iona University,basketball,college,ncaab,2024-03-07,Thursday,19:00:00,Manhattan College,Iona University,Draddy Gymnasium,New York,NY
ncaab_2024-03-09_16:00:00_Manhattan College_Canisius College,basketball,college,ncaab,2024-03-09,Saturday,16:00:00,Manhattan College,Canisius College,Draddy Gymnasium,New York,NY
ncaab_2024-03-12_00:00:00_Manhattan College_Metro Atlantic Athletic Conference,basketball,college,ncaab,2024-03-12,Tuesday,00:00:00,Manhattan College,Metro Atlantic Athletic Conference,Jim Whelan Boardwalk Hall,New York,NY
ncaab_2023-10-21_18:00:00_Monmouth University_Rhode Island College (exhibition),basketball,college,ncaab,2023-10-21,Saturday,18:00:00,Monmouth University,Rhode Island College (exhibition),"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2023-11-06_19:00:00_George Mason_Monmouth University,basketball,college,ncaab,2023-11-06,Monday,19:00:00,George Mason,Monmouth University,"EagleBank Arena - Fairfax, VA",Fairfax,VA
ncaab_2023-11-10_19:00:00_West Virginia_Monmouth University,basketball,college,ncaab,2023-11-10,Friday,19:00:00,West Virginia,Monmouth University,"WVU Coliseum - Morgantown, WV",Morgantown,WV
ncaab_2023-11-18_14:00:00_Monmouth University_Princeton,basketball,college,ncaab,2023-11-18,Saturday,14:00:00,Monmouth University,Princeton,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2023-11-21_19:00:00_Monmouth University_Lehigh,basketball,college,ncaab,2023-11-21,Tuesday,19:00:00,Monmouth University,Lehigh,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2023-11-24_14:00:00_Monmouth University_Belmont,basketball,college,ncaab,2023-11-24,Friday,14:00:00,Monmouth University,Belmont,"The Palestra - Philadelphia, PA",,
ncaab_2023-11-25_14:00:00_Monmouth University_Lafayette,basketball,college,ncaab,2023-11-25,Saturday,14:00:00,Monmouth University,Lafayette,"The Palestra - Philadelphia, PA",,
ncaab_2023-11-26_14:30:00_Penn_Monmouth University,basketball,college,ncaab,2023-11-26,Sunday,14:30:00,Penn,Monmouth University,"The Palestra - Philadelphia, PA",Philadelphia,PA
ncaab_2023-11-29_19:00:00_Cornell_Monmouth University,basketball,college,ncaab,2023-11-29,Wednesday,19:00:00,Cornell,Monmouth University,"Newman Arena - Ithaca, NY",Ithaca,NY
ncaab_2023-12-09_14:00:00_Monmouth University_Northern Illinois,basketball,college,ncaab,2023-12-09,Saturday,14:00:00,Monmouth University,Northern Illinois,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2023-12-12_18:30:00_Seton Hall_Monmouth University,basketball,college,ncaab,2023-12-12,Tuesday,18:30:00,Seton Hall,Monmouth University,"Prudential Center - Newark, NJ",South Orange,NJ
ncaab_2023-12-16_14:00:00_Monmouth University_Rider,basketball,college,ncaab,2023-12-16,Saturday,14:00:00,Monmouth University,Rider,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2023-12-21_14:00:00_Monmouth University_Manhattan,basketball,college,ncaab,2023-12-21,Thursday,14:00:00,Monmouth University,Manhattan,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2023-12-31_14:00:00_Oklahoma_Monmouth University,basketball,college,ncaab,2023-12-31,Sunday,14:00:00,Oklahoma,Monmouth University,"Lloyd Noble Center - Norman, OK",,
ncaab_2024-01-04_19:00:00_Monmouth University_Towson,basketball,college,ncaab,2024-01-04,Thursday,19:00:00,Monmouth University,Towson,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2024-01-08_19:00:00_Monmouth University_Northeastern,basketball,college,ncaab,2024-01-08,Monday,19:00:00,Monmouth University,Northeastern,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2024-01-11_19:00:00_UNC Wilmington_Monmouth University,basketball,college,ncaab,2024-01-11,Thursday,19:00:00,UNC Wilmington,Monmouth University,"Trask Coliseum - Wilmington, NC",,
ncaab_2024-01-13_16:30:00_College of Charleston_Monmouth University,basketball,college,ncaab,2024-01-13,Saturday,16:30:00,College of Charleston,Monmouth University,"TD Arena - Charleston, SC",,
ncaab_2024-01-18_19:00:00_Drexel_Monmouth University,basketball,college,ncaab,2024-01-18,Thursday,19:00:00,Drexel,Monmouth University,"Daskalakis Athletic Center - Philadelphia, PA",Philadelphia,PA
ncaab_2024-01-20_14:00:00_Monmouth University_Hampton,basketball,college,ncaab,2024-01-20,Saturday,14:00:00,Monmouth University,Hampton,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2024-01-25_18:30:00_Stony Brook_Monmouth University,basketball,college,ncaab,2024-01-25,Thursday,18:30:00,Stony Brook,Monmouth University,"Island Federal Credit Union Arena - Stony Brook, NY",Stony Brook,NY
ncaab_2024-01-27_14:00:00_Monmouth University_Hofstra,basketball,college,ncaab,2024-01-27,Saturday,14:00:00,Monmouth University,Hofstra,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2024-02-01_19:00:00_Monmouth University_Drexel,basketball,college,ncaab,2024-02-01,Thursday,19:00:00,Monmouth University,Drexel,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2024-02-03_14:00:00_Delaware_Monmouth University,basketball,college,ncaab,2024-02-03,Saturday,14:00:00,Delaware,Monmouth University,"Bob Carpenter Center - Newark, DE",Newark,DE
ncaab_2024-02-08_19:00:00_Monmouth University_William & Mary,basketball,college,ncaab,2024-02-08,Thursday,19:00:00,Monmouth University,William & Mary,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2024-02-10_13:00:00_Northeastern_Monmouth University,basketball,college,ncaab,2024-02-10,Saturday,13:00:00,Northeastern,Monmouth University,"Matthews Arena - Boston, MA",Boston,MA
ncaab_2024-02-15_19:00:00_Monmouth University_Campbell,basketball,college,ncaab,2024-02-15,Thursday,19:00:00,Monmouth University,Campbell,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2024-02-17_16:00:00_Monmouth University_Stony Brook,basketball,college,ncaab,2024-02-17,Saturday,16:00:00,Monmouth University,Stony Brook,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2024-02-22_19:00:00_Towson_Monmouth University,basketball,college,ncaab,2024-02-22,Thursday,19:00:00,Towson,Monmouth University,"TU Arena - Towson, MD",Towson,MD
ncaab_2024-02-24_14:00:00_Monmouth University_North Carolina A&T,basketball,college,ncaab,2024-02-24,Saturday,14:00:00,Monmouth University,North Carolina A&T,"OceanFirst Bank Center - West Long Branch, NJ",,
ncaab_2024-02-29_19:00:00_Hampton_Monmouth University,basketball,college,ncaab,2024-02-29,Thursday,19:00:00,Hampton,Monmouth University,"Convocation Center - Hampton, VA",,
ncaab_2024-03-02_13:00:00_Elon_Monmouth University,basketball,college,ncaab,2024-03-02,Saturday,13:00:00,Elon,Monmouth University,"Schar Center - Elon, NC",Elon,NC
ncaab_2023-10-28_13:00:00_Rider University_Georgian Court,basketball,college,ncaab,2023-10-28,Saturday,13:00:00,Rider University,Georgian Court,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2023-11-06_19:00:00_Rider University_Immaculata,basketball,college,ncaab,2023-11-06,Monday,19:00:00,Rider University,Immaculata,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2023-11-10_20:30:00_Marquette_Rider University,basketball,college,ncaab,2023-11-10,Friday,20:30:00,Marquette,Rider University,"Milwaukee, WI",Milwaukee,WI
ncaab_2023-11-13_20:00:00_Nebraska_Rider University,basketball,college,ncaab,2023-11-13,Monday,20:00:00,Nebraska,Rider University,"Lincoln, NE",Lincoln,NE
ncaab_2023-11-17_19:00:00_Duquesne_Rider University,basketball,college,ncaab,2023-11-17,Friday,19:00:00,Duquesne,Rider University,"Pittsburgh, PA",Pittsburgh,PA
ncaab_2023-11-20_18:31:00_Stony Brook_Rider University,basketball,college,ncaab,2023-11-20,Monday,18:31:00,Stony Brook,Rider University,"Stony Brook, NY",Stony Brook,NY
ncaab_2023-11-28_19:00:00_Maryland_Rider University,basketball,college,ncaab,2023-11-28,Tuesday,19:00:00,Maryland,Rider University,"College Park, MD",College Park,MD
ncaab_2023-12-01_19:00:00_Siena_Rider University,basketball,college,ncaab,2023-12-01,Friday,19:00:00,Siena,Rider University,"Albany, NY",,
ncaab_2023-12-03_14:00:00_Rider University_Fairfield,basketball,college,ncaab,2023-12-03,Sunday,14:00:00,Rider University,Fairfield,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2023-12-08_19:00:00_Rider University_Stonehill,basketball,college,ncaab,2023-12-08,Friday,19:00:00,Rider University,Stonehill,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2023-12-16_14:00:00_Monmouth_Rider University,basketball,college,ncaab,2023-12-16,Saturday,14:00:00,Monmouth,Rider University,"West Long Branch, NJ",West Long Branch,NJ
ncaab_2023-12-20_19:00:00_Delaware_Rider University,basketball,college,ncaab,2023-12-20,Wednesday,19:00:00,Delaware,Rider University,"Newark, DE",Newark,DE
ncaab_2023-12-23_13:00:00_Rider University_Penn,basketball,college,ncaab,2023-12-23,Saturday,13:00:00,Rider University,Penn,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2023-12-29_14:00:00_Penn State_Rider University,basketball,college,ncaab,2023-12-29,Friday,14:00:00,Penn State,Rider University,"University Park, PA",,
ncaab_2024-01-05_19:30:00_Quinnipiac_Rider University,basketball,college,ncaab,2024-01-05,Friday,19:30:00,Quinnipiac,Rider University,"Hamden, CT",Hamden,CT
ncaab_2024-01-07_14:00:00_Rider University_Canisius,basketball,college,ncaab,2024-01-07,Sunday,14:00:00,Rider University,Canisius,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2024-01-12_19:00:00_Rider University_Manhattan,basketball,college,ncaab,2024-01-12,Friday,19:00:00,Rider University,Manhattan,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2024-01-14_14:00:00_at Marist_Rider University,basketball,college,ncaab,2024-01-14,Sunday,14:00:00,at Marist,Rider University,"Poughkeepsie, NY",,
ncaab_2024-01-19_19:00:00_Rider University_Niagara,basketball,college,ncaab,2024-01-19,Friday,19:00:00,Rider University,Niagara,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2024-01-25_19:00:00_Saint Peter's_Rider University,basketball,college,ncaab,2024-01-25,Thursday,19:00:00,Saint Peter's,Rider University,"Jersey City, NJ",,
ncaab_2024-01-27_17:00:00_Mount St. Mary's_Rider University,basketball,college,ncaab,2024-01-27,Saturday,17:00:00,Mount St. Mary's,Rider University,"Emmitsburg, MD",,
ncaab_2024-02-02_19:00:00_Rider University_Siena,basketball,college,ncaab,2024-02-02,Friday,19:00:00,Rider University,Siena,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2024-02-04_13:00:00_Iona_Rider University,basketball,college,ncaab,2024-02-04,Sunday,13:00:00,Iona,Rider University,"New Rochelle, NY",,
ncaab_2024-02-08_19:00:00_Fairfield_Rider University,basketball,college,ncaab,2024-02-08,Thursday,19:00:00,Fairfield,Rider University,"Fairfield, CT",,
ncaab_2024-02-10_19:00:00_Rider University_Marist,basketball,college,ncaab,2024-02-10,Saturday,19:00:00,Rider University,Marist,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2024-02-16_19:00:00_Rider University_Mount St. Mary's,basketball,college,ncaab,2024-02-16,Friday,19:00:00,Rider University,Mount St. Mary's,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2024-02-18_14:00:00_Manhattan_Rider University,basketball,college,ncaab,2024-02-18,Sunday,14:00:00,Manhattan,Rider University,"Riverdale, NY",New York,NY
ncaab_2024-02-23_19:00:00_Rider University_Iona,basketball,college,ncaab,2024-02-23,Friday,19:00:00,Rider University,Iona,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2024-02-25_14:00:00_Rider University_Quinnipiac,basketball,college,ncaab,2024-02-25,Sunday,14:00:00,Rider University,Quinnipiac,"Lawrenceville, NJ",Lawrenceville,NJ
ncaab_2024-03-01_19:00:00_Niagara_Rider University,basketball,college,ncaab,2024-03-01,Friday,19:00:00,Niagara,Rider University,"Niagara University, NY",Lewiston,NY
ncaab_2024-03-03_13:00:00_Canisius_Rider University,basketball,college,ncaab,2024-03-03,Sunday,13:00:00,Canisius,Rider University,"Buffalo, NY",,
ncaab_2024-03-07_20:00:00_Rider University_Saint Peter's,basketball,college,ncaab,2024-03-07,Thursday,20:00:00,Rider University,Saint Peter's,"Lawrenceville, NJ",Lawrenceville,NJ
NHL_2023-10-10_NA_Pittsburgh Penguins_Chicago Blackhawks,hockey,pro,NHL,2023-10-10,Tuesday,,Pittsburgh Penguins,Chicago Blackhawks,PPG Paints Arena,Pittsburgh,PA
NHL_2023-10-10_NA_Tampa Bay Lightning_Nashville Predators,hockey,pro,NHL,2023-10-10,Tuesday,,Tampa Bay Lightning,Nashville Predators,Amalie Arena,Tampa,FL
NHL_2023-10-10_NA_Vegas Golden Knights_Seattle Kraken,hockey,pro,NHL,2023-10-10,Tuesday,,Vegas Golden Knights,Seattle Kraken,T-Mobile Arena,Las Vegas,NV
NHL_2023-10-11_NA_Boston Bruins_Chicago Blackhawks,hockey,pro,NHL,2023-10-11,Wednesday,,Boston Bruins,Chicago Blackhawks,TD Garden,Boston,MA
NHL_2023-10-11_NA_Carolina Hurricanes_Ottawa Senators,hockey,pro,NHL,2023-10-11,Wednesday,,Carolina Hurricanes,Ottawa Senators,PNC Arena,Raleigh,NC
NHL_2023-10-11_NA_Calgary Flames_Winnipeg Jets,hockey,pro,NHL,2023-10-11,Wednesday,,Calgary Flames,Winnipeg Jets,Scotiabank Saddledome,Calgary,AB
NHL_2023-10-11_NA_Los Angeles Kings_Colorado Avalanche,hockey,pro,NHL,2023-10-11,Wednesday,,Los Angeles Kings,Colorado Avalanche,Crypto.com Arena,Los Angeles,CA
NHL_2023-10-11_NA_Toronto Maple Leafs_Montreal Canadiens,hockey,pro,NHL,2023-10-11,Wednesday,,Toronto Maple Leafs,Montreal Canadiens,Scotiabank Arena,Toronto,ON
NHL_2023-10-11_NA_Vancouver Canucks_Edmonton Oilers,hockey,pro,NHL,2023-10-11,Wednesday,,Vancouver Canucks,Edmonton Oilers,Rogers Arena,Vancouver,BC
NHL_2023-10-12_NA_Buffalo Sabres_New York Rangers,hockey,pro,NHL,2023-10-12,Thursday,,Buffalo Sabres,New York Rangers,KeyBank Center,Buffalo,NY
NHL_2023-10-12_NA_Columbus Blue Jackets_Philadelphia Flyers,hockey,pro,NHL,2023-10-12,Thursday,,Columbus Blue Jackets,Philadelphia Flyers,Nationwide Arena,Columbus,OH
NHL_2023-10-12_NA_Dallas Stars_St. Louis Blues,hockey,pro,NHL,2023-10-12,Thursday,,Dallas Stars,St. Louis Blues,American Airlines Center,Dallas,TX
